Acurácia no conjunto de teste: 99.98%

Previsões para todas as imagens de teste:
Imagem: 9 (2950).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3186).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3187).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3188).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.97%
Imagem: 9 (3189).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (319).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3190).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3191).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3192).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3193).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3194).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.97%
Imagem: 9 (3195).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3196).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3197).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3198).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3199).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (32).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (320).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.97%
Imagem: 9 (3200).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.97%
Imagem: 9 (3201).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3202).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3203).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3204).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3205).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3206).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.97%
Imagem: 9 (3207).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3208).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3209).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (321).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3210).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3211).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3212).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3213).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3214).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3215).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3216).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3217).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3218).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3219).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (322).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3220).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3221).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3222).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3223).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3224).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3225).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3226).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3227).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3228).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3229).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (323).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3230).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3231).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3232).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.97%
Imagem: 9 (3233).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3234).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3235).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3236).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3237).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3238).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3239).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (324).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3240).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3241).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3242).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3243).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3244).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3245).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3246).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3247).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3248).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3249).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (325).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3250).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3251).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3252).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3253).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3254).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3255).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3256).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3257).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3258).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3259).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (326).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.97%
Imagem: 9 (3260).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3261).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.97%
Imagem: 9 (3262).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3263).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3264).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3265).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3266).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3267).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.97%
Imagem: 9 (3268).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3269).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (327).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3270).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3271).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3272).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3273).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.97%
Imagem: 9 (3274).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3275).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3276).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3277).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3278).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3279).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.97%
Imagem: 9 (328).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3280).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3281).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3282).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3283).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3284).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3285).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3286).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3287).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3288).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3289).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (329).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3290).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3291).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3292).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3293).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3294).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3295).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3296).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3297).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3298).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3299).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (33).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (330).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3300).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3301).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3302).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3303).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3304).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3305).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3306).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3307).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3308).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3309).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (331).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3310).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3311).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3312).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3313).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3314).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3315).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3316).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3317).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3318).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3319).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (332).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3320).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3321).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3322).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3323).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3324).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3325).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3326).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3327).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3328).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3329).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (333).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3330).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3331).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3332).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3333).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3334).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3335).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3336).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3337).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3338).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3339).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (334).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3340).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 9 (3341).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3342).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3343).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3344).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3345).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3346).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3347).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
Imagem: 9 (3348).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 99.99%
